HomeTeam;AwayTeam;FTHG;FTAG;FTR;HTHG;HTAG;HTR;HS;AS;HST;AST;HF;AF;HC;AC;HY;AY;HR;AR;B365H;B365D;B365A;BWH;BWD;BWA;PSH;PSD;PSA;MaxH;MaxD;MaxA;AvgH;AvgD;AvgA
Ath Bilbao;Vallecano;1;2;A;1;1;D;8;8;1;3;16;20;2;1;3;3;0;0;185;35;433;19;34;433;19;346;481;195;35;491;19;337;458
Levante;Celta;0;2;A;0;0;D;6;4;2;2;16;12;2;4;3;2;0;0;26;34;27;255;34;275;27;346;276;272;352;285;262;339;274
Espanol;Alaves;1;0;H;0;0;D;10;8;2;2;14;18;4;8;2;1;0;0;18;35;475;183;34;475;188;346;498;189;356;5;185;341;474
Sevilla;Valencia;3;1;H;3;1;H;11;8;5;3;25;21;1;4;5;3;0;0;161;38;6;165;38;55;165;404;581;174;415;6;166;388;553
Real Madrid;Mallorca;6;1;H;3;1;H;18;17;12;5;18;8;3;2;2;1;0;0;122;65;12;125;6;12;124;666;1303;127;69;14;124;636;1233
Villarreal;Elche;4;1;H;2;1;H;14;9;9;3;16;11;8;7;1;2;0;0;15;42;65;153;4;675;151;433;771;156;433;771;151;414;704
Oviedo;Sociedad;2;3;A;1;0;H;10;20;2;11;11;16;4;7;5;1;0;0;42;34;19;39;35;195;422;356;198;43;37;201;406;351;195
Osasuna;Betis;1;3;A;1;1;D;11;16;3;9;18;10;4;7;2;0;0;0;237;325;3;23;34;31;237;338;328;254;341;328;236;331;313
Girona;Barcelona;0;0;D;0;0;D;13;6;3;2;16;8;4;5;3;4;0;1;6;433;15;625;45;15;638;448;155;675;47;156;618;443;152
Alaves;Ath Madrid;1;0;H;1;0;H;7;13;1;1;18;11;3;8;2;3;0;0;75;4;15;725;39;153;751;399;156;77;406;161;713;391;155
Valencia;Ath Bilbao;1;1;D;0;0;D;13;12;6;4;14;17;4;5;5;2;1;0;26;32;28;255;32;29;271;325;289;272;332;3;262;32;285
Sevilla;Espanol;2;0;H;1;0;H;12;13;5;2;10;8;4;8;4;0;1;0;157;38;65;16;39;6;163;39;638;169;396;65;163;382;599
Real Madrid;Villarreal;0;0;D;0;0;D;15;6;2;2;10;12;6;3;1;2;0;0;15;475;575;15;475;575;152;487;625;154;495;665;15;469;606
Mallorca;Osasuna;2;3;A;2;1;H;17;12;8;6;8;17;5;5;2;3;0;0;27;32;275;275;31;275;285;321;279;29;324;289;277;312;277
Barcelona;Levante;3;0;H;2;0;H;20;6;12;2;11;16;11;1;1;3;0;0;14;55;65;142;5;675;145;507;723;147;55;875;143;499;687
Sociedad;Elche;1;0;H;0;0;D;17;5;5;2;12;16;6;1;1;3;0;0;14;45;9;14;46;85;147;443;853;148;475;925;144;442;822
Vallecano;Girona;3;1;H;2;1;H;13;6;6;1;11;11;4;3;2;4;0;0;16;38;6;162;38;575;168;382;602;17;399;625;164;382;578
Betis;Getafe;2;0;H;1;0;H;20;8;5;3;12;19;3;3;1;3;0;0;175;36;475;175;38;46;178;39;49;191;394;5;178;37;477
Celta;Oviedo;1;0;H;0;0;D;14;7;5;4;9;12;5;3;2;7;0;0;161;4;55;16;41;55;165;419;554;172;42;564;165;402;524
Ath Bilbao;Alaves;1;0;H;1;0;H;16;17;5;5;16;12;13;9;3;2;0;0;153;375;75;157;38;675;159;389;716;165;402;75;158;382;678
Osasuna;Vallecano;1;0;H;0;0;D;7;7;3;0;19;9;6;3;3;3;0;0;215;34;34;225;34;325;22;347;357;229;354;36;221;339;34
Mallorca;Levante;1;0;H;0;0;D;9;6;7;2;18;25;8;3;4;4;0;0;21;32;34;215;33;35;222;351;349;225;353;363;217;337;347
Girona;Valencia;0;0;D;0;0;D;2;16;1;4;16;11;1;3;3;4;0;0;34;3;23;34;31;23;345;308;246;347;326;248;331;308;24
Ath Madrid;Barcelona;2;0;H;2;0;H;6;9;3;2;13;10;2;6;2;1;0;0;19;35;4;191;35;42;192;361;443;2;374;445;192;352;421
Elche;Celta;1;0;H;0;0;D;12;10;5;1;14;19;7;4;4;3;0;0;33;32;23;34;31;23;352;317;237;352;336;24;336;316;233
Espanol;Real Madrid;2;1;H;1;0;H;8;18;4;4;12;13;2;8;2;1;0;0;5;4;166;525;41;162;515;415;169;525;436;174;504;407;167
Getafe;Sociedad;1;1;D;1;0;H;9;10;2;5;16;11;2;5;4;2;0;0;36;31;22;39;3;215;377;317;226;39;32;228;366;311;222
Villarreal;Betis;2;0;H;1;0;H;11;10;5;3;14;9;4;6;2;4;0;0;2;36;36;2;37;36;203;383;371;204;392;388;199;369;369
Oviedo;Sevilla;1;0;H;1;0;H;3;14;1;3;13;11;2;6;3;4;0;1;48;34;172;475;35;18;536;362;178;54;364;186;497;353;178
Levante;Getafe;0;0;D;0;0;D;6;14;2;4;14;10;3;11;3;3;0;0;25;29;325;25;29;32;261;292;338;263;311;338;253;292;322
Sociedad;Mallorca;1;0;H;0;0;D;10;7;2;1;11;21;2;6;3;3;1;0;14;45;85;147;41;75;144;451;905;149;47;905;143;444;813
Vallecano;Elche;2;1;H;1;1;D;10;7;4;3;16;11;6;2;2;2;0;0;18;35;475;175;36;475;184;373;47;186;375;492;182;357;465
Celta;Sevilla;0;1;A;0;0;D;14;8;3;2;13;9;5;4;2;3;0;0;34;325;22;33;31;23;357;322;232;364;33;236;342;318;226
Villarreal;Osasuna;1;2;A;0;1;A;11;6;6;2;6;14;4;4;1;5;0;0;166;375;525;166;36;55;167;407;555;173;407;557;168;387;518
Barcelona;Valencia;3;1;H;2;1;H;12;9;5;3;16;13;9;3;2;3;0;0;15;433;65;15;42;675;156;429;666;158;455;7;154;429;623
Alaves;Betis;0;1;A;0;0;D;14;19;2;4;8;11;7;7;1;1;0;0;35;33;215;31;325;23;362;346;219;368;35;226;349;334;217
Espanol;Girona;2;0;H;1;0;H;14;13;6;2;8;10;7;9;1;0;0;0;166;36;575;17;375;5;168;388;584;174;388;59;168;369;554
Osasuna;Oviedo;1;1;D;1;0;H;17;9;6;4;15;11;4;1;1;3;1;0;172;35;525;178;36;45;181;357;525;185;368;55;178;352;501
Valencia;Mallorca;2;2;D;0;2;A;20;9;6;4;15;19;5;0;4;5;0;2;166;38;525;17;38;48;17;399;535;174;4;56;169;384;517
Girona;Alaves;0;2;A;0;1;A;23;8;4;4;11;14;14;3;0;2;0;0;25;29;32;255;285;31;27;297;318;27;316;321;259;296;313
Elche;Espanol;2;2;D;1;0;H;12;20;7;7;15;9;3;7;3;1;0;0;27;3;287;265;287;3;282;3;299;285;32;299;273;3;287
Ath Bilbao;Villarreal;2;1;H;1;1;D;14;11;7;3;7;12;9;2;0;3;0;0;245;3;32;25;3;3;252;324;316;256;328;32;248;317;304
Sevilla;Levante;5;3;H;3;1;H;18;12;11;7;13;6;10;3;1;2;0;0;144;42;8;146;433;725;146;465;809;15;465;809;145;443;738
Barcelona;Real Madrid;1;2;A;0;1;A;12;10;2;5;17;13;7;4;1;1;0;0;275;36;245;26;375;245;273;385;253;281;388;26;27;367;248
Betis;Vallecano;3;2;H;2;1;H;11;14;5;3;12;12;4;4;1;2;0;0;183;375;42;18;36;42;183;384;46;186;398;465;18;377;435
Ath Madrid;Sociedad;2;2;D;0;1;A;17;8;4;4;14;14;4;3;1;3;0;0;161;37;6;175;36;5;165;394;609;17;396;62;165;377;567
Getafe;Celta;0;3;A;0;0;D;11;16;2;8;15;11;2;7;2;2;2;0;25;3;31;265;295;285;277;295;311;282;32;321;265;294;303
Alaves;Elche;1;0;H;0;0;D;16;4;5;1;13;9;4;7;1;1;0;0;23;3;35;215;31;36;24;304;361;241;311;371;235;299;349
Espanol;Ath Bilbao;1;1;D;1;0;H;14;23;3;7;7;12;8;12;1;2;1;0;29;3;262;27;3;28;303;306;274;305;317;287;293;301;269
Villarreal;Girona;3;3;D;1;2;A;14;9;5;4;13;9;8;2;3;6;0;0;13;55;95;137;5;825;133;559;1083;145;559;115;132;534;1003
Mallorca;Sevilla;1;1;D;1;0;H;11;10;4;3;16;14;4;2;3;6;1;0;55;33;175;6;325;171;549;328;186;556;352;187;509;333;181
Vallecano;Barcelona;1;0;H;1;0;H;13;16;3;1;17;12;3;7;2;2;0;0;433;375;18;46;39;171;451;383;185;46;4;189;432;378;181
Betis;Valencia;4;1;H;2;1;H;14;10;9;4;14;19;4;7;2;5;0;0;185;35;45;187;35;42;188;364;456;193;375;456;187;357;429
Real Madrid;Osasuna;0;0;D;0;0;D;17;7;3;0;12;10;11;3;1;1;0;0;13;55;9;138;5;75;134;588;894;137;588;10;133;549;871
Celta;Sociedad;0;2;A;0;0;D;14;11;6;4;12;11;7;6;1;0;0;0;287;34;245;285;35;235;282;348;263;303;348;268;28;335;254
Oviedo;Getafe;1;1;D;0;1;A;18;6;3;4;10;15;5;0;1;4;0;0;26;28;325;26;287;3;267;288;334;273;296;334;261;285;316
Levante;Ath Madrid;2;2;D;1;1;D;10;7;3;3;15;11;5;2;3;5;1;0;55;38;165;575;36;163;599;364;171;608;38;174;555;362;168
Elche;Real Madrid;1;2;A;0;1;A;13;17;4;5;11;13;5;4;2;0;1;0;75;45;144;75;44;144;796;462;146;802;477;15;734;456;145
Sevilla;Osasuna;2;0;H;1;0;H;16;10;4;3;17;10;4;5;2;2;0;0;153;4;7;151;433;625;152;441;705;158;441;71;153;414;664
Valencia;Villarreal;2;0;H;1;0;H;9;11;3;1;19;17;7;6;2;4;0;0;29;34;245;31;35;22;3;351;247;31;366;25;295;344;239
Barcelona;Alaves;1;1;D;0;0;D;16;3;5;2;11;11;9;0;0;2;0;0;128;55;11;127;6;105;132;579;1048;133;6;1145;13;569;998
Girona;Mallorca;1;1;D;0;1;A;13;11;2;5;14;16;6;5;3;7;0;2;25;3;32;24;3;32;268;299;318;268;32;32;256;297;31
Ath Madrid;Betis;3;0;H;1;0;H;18;8;9;1;11;12;13;0;0;0;0;0;16;38;6;155;41;6;161;402;646;163;415;68;158;398;602
Getafe;Espanol;2;1;H;1;1;D;12;10;7;3;18;11;6;11;7;4;0;0;245;3;32;23;31;33;244;313;341;246;317;35;237;306;331
Sociedad;Ath Bilbao;1;1;D;0;0;D;8;11;3;5;21;14;2;7;4;3;0;1;21;32;38;205;32;375;219;317;399;221;328;403;214;317;376
Vallecano;Celta;0;0;D;0;0;D;11;10;5;4;13;14;4;7;2;5;0;0;237;325;31;24;33;29;241;349;312;245;349;315;238;333;303
Levante;Oviedo;0;3;A;0;2;A;12;12;3;6;14;13;3;5;4;2;0;0;195;34;4;198;35;375;205;349;403;208;357;437;201;344;385
Ath Bilbao;Girona;0;1;A;0;1;A;15;8;5;4;14;19;5;1;2;1;0;0;136;475;9;136;48;9;138;497;1007;141;5;105;137;481;942
Espanol;Oviedo;2;0;H;2;0;H;17;18;6;5;12;8;5;3;1;1;0;0;185;34;45;185;35;44;191;349;471;193;352;474;188;342;452
Celta;Barcelona;3;3;D;0;3;A;18;10;4;6;18;18;3;1;3;6;0;0;33;36;21;325;37;21;343;372;217;35;379;223;333;36;215
Alaves;Levante;2;1;H;0;1;A;10;12;3;7;21;17;1;3;3;3;0;0;25;3;32;24;31;31;251;309;333;259;32;333;249;307;315
Real Madrid;Vallecano;2;1;H;2;0;H;15;19;7;7;8;14;4;5;1;2;0;0;133;55;8;137;525;75;14;557;775;141;57;86;138;529;768
Villarreal;Getafe;1;0;H;1;0;H;10;5;4;2;12;13;6;4;1;1;0;0;15;4;7;152;4;675;153;427;729;16;433;73;153;409;688
Valencia;Ath Madrid;3;3;D;0;1;A;11;13;5;7;12;17;9;0;2;2;0;0;45;32;195;42;32;198;472;325;198;475;34;202;438;327;196
Mallorca;Elche;2;2;D;0;0;D;18;7;6;2;11;19;3;3;2;3;0;0;205;3;433;21;31;39;209;314;443;212;328;459;206;31;419
Osasuna;Sociedad;0;2;A;0;0;D;6;9;2;4;11;12;5;2;0;2;0;0;31;33;235;3;34;23;319;341;241;324;343;246;31;33;236
Betis;Sevilla;0;2;A;0;0;D;8;11;1;2;12;13;2;1;3;1;1;0;3;33;245;29;33;24;307;335;251;311;34;263;294;328;249
Levante;Ath Bilbao;0;0;D;0;0;D;15;7;2;2;16;7;6;3;2;1;0;0;35;33;215;33;33;22;361;329;227;365;346;233;349;325;223
Celta;Villarreal;1;1;D;0;1;A;12;18;3;6;14;17;3;5;1;1;0;0;275;33;255;28;325;25;286;332;269;294;341;269;281;331;259
Sevilla;Alaves;2;2;D;1;2;A;16;8;6;3;14;17;5;2;4;4;0;0;144;433;85;14;433;925;142;467;934;147;475;934;142;446;844
Ath Madrid;Osasuna;1;0;H;0;0;D;15;9;2;3;7;8;7;4;2;2;0;0;144;433;8;141;46;8;141;466;976;146;475;98;141;449;87
Barcelona;Espanol;1;0;H;0;0;D;16;12;6;2;17;9;4;4;4;2;0;0;136;525;75;138;48;825;139;519;896;142;55;93;137;508;842
Getafe;Girona;4;0;H;1;0;H;17;10;8;2;14;7;3;7;2;4;0;0;2;31;433;193;31;45;204;319;455;208;328;461;2;314;439
Oviedo;Real Madrid;1;4;A;1;2;A;11;21;3;10;10;7;9;6;1;1;1;0;7;45;145;775;433;144;756;463;148;77;479;152;697;45;147
Elche;Betis;0;3;A;0;3;A;14;9;4;4;12;14;10;1;1;2;0;1;36;34;21;36;33;205;359;343;221;392;345;223;353;334;216
Sociedad;Valencia;0;0;D;0;0;D;9;8;2;3;11;16;2;4;4;7;1;0;172;38;475;175;38;45;174;403;497;181;415;51;173;386;476
Vallecano;Mallorca;3;1;H;2;0;H;15;11;6;5;14;17;6;4;3;2;0;0;18;35;475;18;36;45;185;35;501;189;36;508;183;349;467
Ath Bilbao;Oviedo;2;2;D;1;2;A;17;8;5;4;12;9;8;3;1;1;1;0;136;475;95;143;433;8;142;469;941;145;49;982;14;46;889
Alaves;Celta;1;2;A;1;1;D;13;8;5;5;12;15;5;3;3;2;0;0;29;31;255;28;31;26;309;319;26;313;332;267;297;315;256
Valencia;Vallecano;1;1;D;1;0;H;8;12;4;6;18;15;3;9;6;5;0;0;2;34;39;205;34;37;204;344;413;209;353;413;202;339;391
Mallorca;Getafe;0;0;D;0;0;D;12;11;2;0;8;19;2;0;3;0;0;0;23;29;375;225;3;35;236;298;38;241;317;39;231;294;365
Villarreal;Barcelona;1;3;A;0;0;D;14;12;2;6;19;14;4;4;2;2;0;0;27;34;26;26;35;255;275;353;266;285;37;271;271;345;259
Betis;Levante;3;1;H;0;1;A;26;8;8;2;16;9;5;8;2;3;0;0;166;42;475;17;4;46;168;441;498;173;441;515;167;415;479
Espanol;Sociedad;1;0;H;0;0;D;8;10;2;4;15;7;2;9;1;1;0;0;32;32;23;34;33;215;329;326;243;34;349;246;318;325;233
Girona;Ath Madrid;1;4;A;0;0;D;8;17;0;7;13;11;4;8;2;0;0;0;8;38;15;75;41;147;813;41;152;85;449;154;758;398;15
Real Madrid;Sevilla;2;1;H;1;1;D;14;11;4;6;10;9;0;4;3;3;0;0;17;4;475;178;39;42;168;417;52;174;42;526;168;4;489
Osasuna;Elche;1;1;D;1;1;D;17;10;4;4;16;12;5;4;1;3;0;0;18;34;475;185;35;44;187;35;492;191;354;5;185;342;459
Real Madrid;Ath Bilbao;1;0;H;1;0;H;17;18;7;2;12;13;7;6;2;3;0;0;144;475;7;144;46;7;0;0;0;15;48;82;144;458;711
Oviedo;Alaves;2;1;H;1;0;H;9;14;2;2;17;15;3;5;2;2;0;0;237;31;325;255;29;31;247;316;332;26;317;332;248;306;32
Sevilla;Villarreal;1;0;H;1;0;H;8;16;3;2;9;10;5;8;2;2;0;0;2;33;4;2;33;39;205;341;413;208;351;415;201;341;396
Barcelona;Betis;0;1;A;0;0;D;12;8;3;2;17;12;6;1;1;2;0;0;15;45;65;15;45;6;152;48;628;154;5;675;15;471;611
Ath Madrid;Mallorca;1;2;A;0;0;D;14;10;6;3;13;16;8;5;2;5;0;0;13;525;11;134;48;10;133;534;1181;14;55;12;133;513;1059
Sociedad;Real Madrid;0;2;A;0;0;D;11;13;0;8;12;8;5;5;2;0;0;0;33;33;225;31;35;22;331;358;227;345;366;23;327;346;223
Vallecano;Espanol;1;0;H;0;0;D;7;10;0;3;18;11;6;3;3;3;0;1;215;31;38;215;325;35;216;331;387;222;34;389;215;325;366
Elche;Girona;3;1;H;1;0;H;8;15;3;6;16;15;3;3;7;3;0;0;205;31;42;205;32;38;202;336;436;21;336;448;203;32;415
Levante;Osasuna;0;0;D;0;0;D;11;11;3;1;12;16;7;2;2;3;0;0;24;32;31;25;325;285;256;325;31;26;34;314;249;324;298
Celta;Valencia;1;2;A;1;1;D;11;8;5;5;10;22;6;4;3;2;0;0;21;325;375;205;33;37;216;34;377;219;35;377;211;338;361
Getafe;Ath Bilbao;0;0;D;0;0;D;17;9;5;3;14;14;5;3;2;1;0;0;35;3;23;34;295;235;354;311;239;36;315;242;345;303;234
Mallorca;Celta;0;0;D;0;0;D;12;14;1;5;14;11;7;4;3;2;0;0;25;3;31;255;31;287;262;3;326;266;31;326;256;298;314
Espanol;Levante;4;3;H;1;2;A;17;14;8;5;9;15;4;2;4;4;0;1;205;33;38;195;35;39;207;343;402;21;347;406;206;336;385
Alaves;Getafe;1;1;D;0;1;A;9;11;1;2;18;15;1;1;4;4;1;0;245;29;32;235;295;34;261;288;343;264;306;348;253;291;328
Valencia;Elche;2;1;H;1;0;H;21;8;8;4;15;12;8;1;3;2;0;0;175;35;5;175;36;48;179;354;544;182;365;544;178;355;499
Ath Bilbao;Sevilla;0;1;A;0;1;A;13;6;2;1;17;10;9;2;4;3;0;0;25;3;31;26;31;285;258;31;321;267;32;326;254;306;31
Villarreal;Vallecano;2;0;H;2;0;H;13;19;5;7;16;14;5;6;1;3;0;0;172;38;475;175;375;45;178;394;48;183;397;491;178;377;457
Osasuna;Barcelona;2;2;D;1;1;D;8;10;3;2;16;16;6;5;5;4;0;0;4;35;19;42;36;182;398;357;203;42;367;206;391;352;198
Betis;Sociedad;4;0;H;1;0;H;11;15;5;5;12;10;4;7;3;1;0;0;225;33;33;23;33;31;236;335;335;242;35;335;231;331;321
Real Madrid;Ath Madrid;2;0;H;1;0;H;7;9;3;6;17;15;3;6;2;3;0;0;205;35;36;205;36;33;211;357;373;217;37;378;21;35;355
Girona;Oviedo;1;1;D;1;0;H;13;16;3;5;14;10;8;1;5;0;1;0;26;31;29;245;32;295;268;313;304;27;322;31;258;311;296
Celta;Espanol;3;1;H;1;0;H;12;6;5;3;13;5;3;3;2;1;0;0;195;34;4;2;34;37;199;352;423;207;352;428;199;34;404
Vallecano;Alaves;2;0;H;2;0;H;20;6;5;4;12;19;5;5;1;2;0;0;172;36;5;178;36;45;182;35;53;185;366;53;18;355;484
Sociedad;Villarreal;1;3;A;1;1;D;8;15;4;8;9;15;5;5;2;3;1;0;215;33;35;22;32;35;231;324;357;234;345;368;223;327;347
Barcelona;Elche;3;2;H;2;0;H;19;5;8;3;13;17;5;0;1;3;0;0;13;55;10;134;525;875;136;525;1002;14;55;1006;135;521;913
Sevilla;Ath Madrid;2;1;H;1;1;D;6;15;2;3;15;14;4;7;2;1;0;0;275;3;28;275;295;275;289;3;292;294;315;298;279;3;284
Oviedo;Mallorca;4;1;H;1;1;D;15;8;6;5;12;15;4;2;3;2;0;0;25;3;31;245;31;3;257;304;33;261;32;331;251;309;31
Ath Bilbao;Betis;3;2;H;1;1;D;9;16;6;8;7;12;5;6;1;3;0;0;215;325;35;22;32;35;229;329;354;236;342;354;225;327;339
Getafe;Osasuna;1;0;H;0;0;D;18;11;4;2;14;8;4;3;3;1;0;0;24;29;34;24;295;325;253;295;348;254;31;35;247;293;335
Real Madrid;Girona;0;0;D;0;0;D;36;4;9;0;9;10;13;2;1;1;0;0;12;75;11;125;625;115;124;682;1254;128;75;1351;124;651;1143
Levante;Valencia;3;4;A;2;1;H;15;15;9;8;21;11;6;4;3;4;0;0;27;32;275;26;32;275;279;338;272;284;345;278;269;327;271
