HomeTeam;AwayTeam;FTHG;FTAG;FTR;HTHG;HTAG;HTR;HS;AS;HST;AST;HF;AF;HC;AC;HY;AY;HR;AR;B365H;B365D;B365A;BWH;BWD;BWA;PSH;PSD;PSA;MaxH;MaxD;MaxA;AvgH;AvgD;AvgA
Vallecano;Levante;2;2;D;2;2;D;8;8;2;5;13;11;5;2;3;1;0;0;29;31;255;29;31;26;306;315;265;309;317;27;299;309;259
Mallorca;Elche;2;2;D;0;2;A;13;9;2;3;14;19;4;5;1;3;1;0;183;34;46;187;34;45;188;348;484;191;353;488;186;341;466
Alaves;Sevilla;1;2;A;1;2;A;12;7;3;3;15;14;3;2;3;3;0;0;55;36;166;525;36;172;584;373;171;6;378;176;555;363;17
Getafe;Girona;1;0;H;0;0;D;12;15;5;3;15;14;3;8;2;4;0;0;19;325;45;191;325;45;198;325;474;2;334;478;194;318;458
Betis;Celta;2;1;H;2;1;H;12;10;4;3;13;15;5;6;2;3;0;0;21;35;34;215;36;33;22;356;349;224;36;354;216;345;339
Villarreal;Espagnol;2;2;D;1;1;D;9;3;3;2;11;11;3;0;2;4;0;1;15;4;7;155;39;675;155;403;763;157;433;81;153;406;687
Valencia;Osasuna;1;1;D;0;1;A;10;14;3;5;8;17;9;4;1;3;0;0;205;35;35;21;34;36;21;354;38;212;36;403;206;342;367
Oviedo;Ath Madrid;1;2;A;1;1;D;12;9;2;4;24;9;3;3;2;2;0;0;65;34;166;675;33;167;637;348;172;675;359;176;599;342;17
Levante;Mallorca;2;2;D;0;0;D;11;7;3;3;16;12;8;2;0;1;0;0;195;34;4;2;32;39;198;351;428;205;359;448;197;339;41
Girona;Villarreal;0;0;D;0;0;D;5;8;1;2;9;15;1;2;3;1;0;0;433;375;18;46;36;18;459;364;188;47;375;191;446;359;183
Sevilla;Vallecano;3;0;H;2;0;H;15;9;7;3;12;6;7;6;1;3;0;0;145;42;8;145;41;825;151;408;857;153;44;857;148;408;788
Sociedad;Betis;2;2;D;0;0;D;12;7;6;4;14;13;8;3;2;2;0;0;18;375;433;178;39;433;188;386;429;191;398;45;185;375;417
Alaves;Real Madrid;1;4;A;0;3;A;14;10;4;7;16;7;4;4;5;3;0;0;55;433;155;6;42;155;622;42;16;65;453;162;579;417;157
Osasuna;Espagnol;3;1;H;2;0;H;7;12;4;1;15;15;1;5;5;4;1;0;25;31;3;255;3;31;258;308;322;266;31;356;253;301;312
Elche;Barcelona;0;2;A;0;1;A;4;15;2;8;15;9;0;7;0;2;0;0;8;525;136;775;525;136;832;512;136;861;562;14;789;524;137
Celta;Oviedo;1;1;D;1;0;H;7;9;4;2;10;16;0;6;4;3;0;0;205;34;375;21;34;36;208;357;383;213;358;39;206;34;371
Ath Madrid;Valencia;3;1;H;1;1;D;14;8;5;4;11;14;7;7;2;0;0;0;14;475;8;14;46;825;143;475;86;145;515;9;142;461;8
Ath Bilbao;Getafe;5;1;H;1;1;D;11;6;8;2;13;18;4;4;4;4;0;0;23;3;36;23;3;35;236;309;363;242;315;37;231;3;356
Mallorca;Girona;1;3;A;0;1;A;14;11;4;5;12;12;6;7;2;2;0;0;22;31;36;22;32;35;226;323;37;234;33;375;224;314;356
Oviedo;Sevilla;0;2;A;0;1;A;17;7;6;4;10;12;6;2;4;3;0;0;4;325;2;41;325;2;426;335;204;426;336;209;405;326;203
Real Madrid;Levante;1;2;A;1;1;D;8;14;2;8;9;20;3;7;1;2;1;0;133;55;8;135;55;775;136;581;844;139;6;853;135;553;8
Valencia;Elche;1;0;H;1;0;H;14;10;4;1;18;15;4;10;1;7;0;0;166;375;55;165;36;6;167;379;613;17;388;625;166;373;573
Villarreal;Sociedad;1;1;D;1;0;H;4;12;2;3;10;17;1;7;1;3;0;0;24;32;31;24;3;33;243;322;333;252;322;338;241;314;322
Getafe;Alaves;0;0;D;0;0;D;5;5;1;1;20;17;5;2;3;3;0;0;19;32;45;19;325;46;201;32;466;203;338;48;195;32;45
Vallecano;Ath Madrid;2;4;A;1;2;A;11;9;6;4;7;7;2;2;1;5;0;0;9;4;144;825;39;148;996;388;15;10;42;153;873;393;148
Espagnol;Celta;0;0;D;0;0;D;10;7;5;1;16;19;6;5;2;4;0;0;27;33;262;27;325;27;28;334;274;29;34;285;274;324;267
Barcelona;Ath Bilbao;2;1;H;1;0;H;12;7;6;2;12;20;7;3;2;3;0;0;136;525;75;14;5;75;142;487;714;146;53;81;142;493;712
Betis;Osasuna;1;0;H;0;0;D;8;15;4;5;12;6;3;4;1;1;0;0;18;36;433;19;35;425;193;349;46;196;369;47;189;347;433
Alaves;Mallorca;1;0;H;0;0;D;20;3;5;1;11;17;11;1;4;4;0;0;26;3;3;26;3;3;267;309;309;269;31;32;26;3;306
Levante;Espagnol;2;2;D;1;1;D;11;11;7;5;12;13;6;2;1;3;0;0;22;33;34;215;33;36;223;337;36;228;346;361;221;329;344
Girona;Real Madrid;1;2;A;0;0;D;13;18;2;7;18;9;3;10;2;1;0;0;7;45;144;7;45;145;717;462;149;74;475;153;682;449;147
Elche;Villarreal;2;2;D;0;2;A;8;9;2;4;17;5;4;2;1;2;0;0;65;38;153;625;38;16;676;395;16;68;405;162;646;387;157
Sevilla;Getafe;3;0;H;0;0;D;17;5;5;1;10;11;3;1;1;4;0;1;172;36;475;162;37;6;172;366;591;176;375;6;169;357;567
Sociedad;Vallecano;4;1;H;2;0;H;17;2;6;1;7;7;5;1;0;2;0;1;145;42;8;15;4;75;151;433;765;154;435;8;149;417;718
Ath Bilbao;Valencia;1;1;D;1;0;H;11;15;2;2;10;8;6;6;2;1;0;0;215;32;36;22;32;35;23;34;342;232;343;36;223;327;342
Osasuna;Oviedo;2;1;H;1;1;D;12;12;4;3;10;11;2;1;0;0;0;0;255;3;3;265;295;3;267;302;316;27;309;321;261;298;304
Betis;Barcelona;2;3;A;1;0;H;8;12;5;4;21;7;3;5;1;3;0;0;575;46;15;55;433;157;605;463;155;64;487;157;57;458;153
Ath Madrid;Celta;2;2;D;1;1;D;9;7;2;2;12;17;1;4;2;2;0;0;16;36;65;157;36;725;16;361;648;167;385;725;162;367;633
Real Madrid;Getafe;2;0;H;0;0;D;14;1;4;0;8;16;8;1;1;1;0;0;153;4;65;153;4;7;155;417;709;159;434;737;154;405;664
Celta;Elche;3;1;H;2;0;H;9;7;6;2;11;15;3;6;3;2;0;0;145;42;8;15;4;75;149;422;837;154;424;845;149;409;773
Espagnol;Ath Madrid;1;2;A;0;0;D;6;10;1;4;14;20;7;3;0;5;0;0;5;33;18;525;32;183;546;334;185;55;351;189;513;331;182
Sevilla;Girona;1;0;H;0;0;D;14;9;4;5;14;15;6;6;3;4;0;0;15;39;75;153;38;775;155;402;757;16;414;775;154;392;694
Oviedo;Mallorca;1;1;D;1;1;D;14;5;2;1;15;12;7;3;2;3;0;0;195;33;42;2;325;41;2;344;429;208;344;429;2;33;407
Barcelona;Alaves;5;1;H;2;0;H;17;6;9;2;10;14;5;4;0;2;0;0;128;6;9;13;575;975;13;612;1063;134;65;1063;13;582;951
Getafe;Sociedad;0;1;A;0;1;A;4;3;0;2;23;19;2;5;3;3;1;0;375;325;21;37;33;21;399;33;213;4;33;221;381;317;212
Real Madrid;Valencia;2;0;H;2;0;H;16;4;7;1;13;12;6;1;0;3;0;0;14;475;8;14;475;8;145;487;771;147;51;8;143;469;728
Levante;Osasuna;0;1;A;0;0;D;13;7;4;2;13;10;2;1;1;2;0;0;225;32;34;23;31;34;238;32;345;242;33;345;232;315;331
Villarreal;Betis;1;2;A;0;1;A;9;15;5;4;19;13;7;3;3;2;0;0;19;34;42;187;34;45;199;341;437;201;358;45;195;34;414
Vallecano;Ath Bilbao;0;4;A;0;3;A;11;13;2;8;15;13;5;8;3;2;0;0;4;31;205;39;3;215;403;331;212;41;331;221;386;315;211
Levante;Ath Madrid;1;1;D;1;1;D;7;14;4;6;10;10;1;8;1;3;0;0;475;34;18;5;325;183;502;344;188;502;355;189;469;341;184
Betis;Getafe;1;0;H;0;0;D;12;6;5;1;17;18;5;2;5;4;1;0;205;31;41;205;3;433;205;326;438;212;326;454;204;314;422
Elche;Oviedo;1;0;H;1;0;H;6;13;2;3;16;9;1;4;2;1;0;0;36;325;215;38;32;21;385;331;217;39;332;221;37;32;215
Ath Madrid;Levante;0;2;A;0;1;A;28;6;11;1;10;15;12;2;2;3;0;0;153;4;7;153;4;7;156;403;727;16;41;75;155;396;671
Valencia;Celta;2;0;H;0;0;D;10;5;3;2;9;19;6;1;2;3;0;1;245;32;3;245;32;3;252;328;312;255;338;314;248;321;299
Mallorca;Real Madrid;0;1;A;0;0;D;9;10;5;2;13;11;4;5;4;2;0;0;55;42;157;525;41;162;637;404;161;65;43;163;589;404;158
Barcelona;Vallecano;1;1;D;1;0;H;20;3;4;1;13;12;8;0;0;2;0;0;116;8;13;117;8;135;117;823;1786;118;86;1945;116;791;1605
Sociedad;Alaves;4;0;H;1;0;H;8;7;4;2;17;16;4;3;3;2;0;0;166;375;55;167;37;55;167;367;657;173;384;66;166;363;589
Girona;Espagnol;3;2;H;3;1;H;15;8;6;5;13;14;5;2;3;3;0;1;215;33;35;215;325;36;221;325;381;226;33;385;219;32;358
Ath Bilbao;Villarreal;1;1;D;1;1;D;18;3;8;2;12;12;6;0;2;2;0;0;245;32;3;255;32;29;26;315;312;263;326;318;253;311;303
Osasuna;Sevilla;0;2;A;0;1;A;6;10;0;5;14;15;3;5;2;2;0;0;4;33;2;45;33;19;463;326;2;47;35;202;43;326;196
Barcelona;Elche;3;0;H;0;0;D;9;6;5;1;8;8;6;3;0;0;0;0;112;9;19;115;85;17;113;951;2125;115;10;26;113;899;1971
Levante;Ath Bilbao;1;1;D;1;0;H;10;11;4;5;11;13;2;10;3;1;0;1;33;325;225;35;31;225;347;337;229;35;337;24;334;326;227
Oviedo;Girona;1;1;D;0;0;D;17;4;3;1;19;11;6;2;2;2;0;0;215;33;35;215;33;35;222;336;364;223;34;371;217;326;355
Sevilla;Barcelona;0;2;A;0;1;A;4;9;2;5;20;9;3;3;5;2;0;0;32;35;22;325;35;22;331;358;227;334;37;231;319;351;223
Alaves;Osasuna;0;1;A;0;0;D;4;6;1;3;18;20;5;2;3;4;0;0;262;29;3;275;29;295;279;302;301;28;305;308;271;294;294
Getafe;Valencia;3;0;H;1;0;H;15;5;4;0;21;12;3;6;5;2;0;1;25;3;31;24;3;33;266;295;325;266;315;33;255;294;318
Celta;Mallorca;1;1;D;0;0;D;11;7;2;3;20;20;3;5;3;5;0;0;175;375;45;178;37;46;176;401;482;185;401;487;177;375;457
Vallecano;Betis;0;1;A;0;0;D;5;9;3;4;9;13;3;7;1;2;0;0;38;33;205;38;33;205;408;338;208;408;353;211;384;331;206
Espagnol;Elche;2;1;H;1;1;D;13;12;4;4;14;12;5;5;3;2;0;0;21;31;4;205;31;41;214;313;424;215;33;45;208;312;406
Villarreal;Ath Madrid;0;2;A;0;1;A;19;6;6;5;15;19;10;2;2;3;0;0;32;31;245;33;31;235;331;303;257;335;329;26;32;302;248
Real Madrid;Sociedad;1;1;D;0;0;D;21;6;2;2;5;10;13;4;0;1;0;0;183;4;4;187;39;39;189;382;427;197;4;435;188;373;401
Valencia;Villarreal;2;1;H;0;1;A;25;10;4;5;12;10;5;3;4;3;0;0;4;34;195;39;34;2;418;348;201;428;353;211;4;342;199
Mallorca;Getafe;2;1;H;2;1;H;4;9;3;2;16;19;1;6;2;2;0;1;3;28;27;3;285;27;324;286;275;324;308;285;306;285;272
Elche;Sevilla;2;1;H;0;0;D;6;11;3;3;16;11;6;3;4;0;0;0;65;36;16;7;37;157;704;358;166;75;391;166;66;361;161
Vallecano;Oviedo;1;0;H;1;0;H;6;16;2;1;7;11;0;12;2;2;0;0;325;32;23;33;32;23;345;328;234;346;328;243;332;315;233
Osasuna;Barcelona;0;2;A;0;1;A;10;13;3;6;4;12;3;4;0;2;0;0;575;45;15;625;425;153;637;468;153;7;475;16;609;445;152
Girona;Celta;3;4;A;2;2;D;19;10;7;7;12;21;6;3;0;2;0;0;3;33;24;3;325;245;304;328;258;319;334;26;298;323;248
Ath Madrid;Real Madrid;1;1;D;1;0;H;11;18;5;8;19;9;1;6;5;1;0;0;255;325;28;26;32;28;267;327;293;277;337;299;261;321;282
Sociedad;Levante;1;0;H;1;0;H;25;6;8;1;13;14;7;5;0;2;0;0;144;433;75;145;433;75;149;447;774;154;46;774;147;439;707
Ath Bilbao;Espagnol;2;1;H;1;0;H;7;13;5;3;10;10;6;9;2;2;0;0;157;4;575;162;39;575;165;398;596;167;414;6;162;39;574
Betis;Alaves;3;2;H;0;2;A;23;4;8;3;13;11;12;1;0;3;0;0;172;38;475;178;36;475;176;389;505;183;389;509;176;369;476
Ath Madrid;Ath Bilbao;2;1;H;1;1;D;11;4;5;2;12;13;5;4;2;2;0;0;18;33;525;183;32;525;183;333;561;187;34;575;182;327;525
Levante;Valencia;1;0;H;1;0;H;11;11;3;2;17;13;3;3;3;4;0;0;225;34;32;225;33;33;237;341;326;244;35;33;234;332;318
Alaves;Vallecano;1;1;D;1;0;H;9;9;3;1;22;6;2;5;3;3;1;0;215;31;38;21;32;39;219;321;392;221;325;406;214;315;383
Real Madrid;Elche;2;1;H;0;0;D;17;3;4;2;11;16;6;1;1;1;0;0;118;7;15;119;7;145;12;714;1648;124;725;1727;12;681;1437
Osasuna;Mallorca;0;0;D;0;0;D;14;12;2;2;12;9;7;3;2;3;0;0;22;31;36;22;31;37;227;314;38;23;317;386;223;309;362
Getafe;Ath Madrid;0;0;D;0;0;D;11;15;2;7;9;17;3;11;1;4;1;0;475;31;19;475;31;195;506;321;194;518;328;198;475;312;193
Celta;Ath Bilbao;0;0;D;0;0;D;13;6;3;1;20;13;1;3;3;1;0;0;27;32;27;27;325;27;274;334;28;279;335;299;267;325;272
Espagnol;Sociedad;1;0;H;0;0;D;7;7;2;1;23;16;4;6;2;3;0;0;55;42;157;55;38;165;582;415;163;6;429;167;557;398;162
Oviedo;Villarreal;1;3;A;0;2;A;16;13;7;8;12;9;7;2;2;2;0;1;29;34;24;3;34;235;308;355;24;32;355;246;301;339;237
Sevilla;Betis;1;0;H;1;0;H;9;13;3;3;12;14;3;6;3;5;0;0;2;34;375;195;35;4;202;361;397;208;361;4;201;345;383
Barcelona;Girona;4;1;H;2;1;H;12;8;5;4;8;13;7;3;0;2;0;0;118;75;13;12;725;12;121;732;1434;124;764;15;12;705;1324
Sevilla;Elche;2;0;H;1;0;H;13;11;8;5;9;8;4;1;2;1;0;0;14;45;8;14;45;85;145;451;87;148;475;901;142;447;81
Betis;Levante;2;0;H;0;0;D;15;7;6;1;14;10;4;1;2;0;0;0;172;38;45;175;375;475;179;386;488;184;39;488;177;375;464
Ath Bilbao;Oviedo;1;1;D;1;1;D;18;4;4;2;5;15;10;1;1;1;0;0;175;36;475;178;38;45;184;374;471;188;38;49;181;359;461
Celta;Real Madrid;1;3;A;1;2;A;8;16;3;4;23;13;1;7;3;4;0;0;433;4;172;46;38;175;472;406;177;478;414;183;451;39;175
Girona;Osasuna;0;0;D;0;0;D;15;7;3;2;9;13;5;1;1;2;0;0;245;32;3;26;295;31;26;32;308;263;33;311;256;311;297
Mallorca;Sevilla;1;1;D;1;0;H;3;12;2;4;17;10;2;8;3;1;0;0;433;35;183;45;35;185;496;347;187;5;352;191;459;339;186
Getafe;Elche;1;1;D;0;1;A;12;6;5;2;17;21;4;8;3;7;0;0;183;325;475;185;31;525;193;313;537;196;326;55;188;311;507
Valencia;Espagnol;2;1;H;1;0;H;18;15;9;3;11;11;3;4;0;3;0;0;2;35;375;205;34;37;207;353;389;212;358;395;205;341;372
Villarreal;Vallecano;2;1;H;1;0;H;13;9;4;3;14;6;5;6;3;3;0;0;144;42;75;142;45;825;141;457;1012;147;495;1012;141;442;878
Ath Madrid;Alaves;1;0;H;0;0;D;8;9;4;3;17;12;5;5;3;3;0;0;136;45;10;135;475;975;135;487;1219;139;498;1219;135;465;1069
Sociedad;Barcelona;1;6;A;0;2;A;10;14;5;10;11;12;1;1;3;2;0;0;36;38;195;35;375;2;362;401;201;366;401;205;353;378;199
Levante;Girona;0;2;A;0;1;A;13;6;3;2;15;7;8;2;2;2;0;0;237;33;3;24;33;3;243;344;312;253;344;316;242;332;302
Espagnol;Villarreal;0;3;A;0;2;A;6;15;2;6;14;14;3;5;2;2;0;0;38;33;205;36;325;215;391;337;212;398;34;218;374;327;211
Real Madrid;Oviedo;2;0;H;1;0;H;21;10;8;4;6;8;6;9;0;2;0;0;133;55;8;135;5;9;136;526;97;138;575;98;135;51;893
Osasuna;Getafe;0;0;D;0;0;D;4;6;1;2;23;18;2;4;2;3;0;0;255;28;32;255;29;32;281;281;323;281;293;33;267;279;316
Alaves;Celta;1;3;A;0;3;A;17;8;7;6;9;21;6;2;4;5;0;1;3;32;25;295;32;25;308;323;258;309;336;261;297;318;252
Elche;Betis;1;1;D;1;1;D;7;13;3;3;9;15;7;2;1;4;0;0;433;375;18;45;35;183;468;367;186;476;38;188;452;36;182
Vallecano;Valencia;2;1;H;1;1;D;6;12;2;6;10;7;4;13;2;2;0;0;31;31;245;31;32;24;325;317;251;33;328;255;311;313;244
Sevilla;Ath Madrid;1;0;H;0;0;D;18;9;5;4;13;11;3;2;2;4;0;0;29;3;27;29;295;27;295;315;274;302;322;277;29;306;267
Barcelona;Mallorca;1;0;H;0;0;D;25;7;10;2;12;13;4;1;3;3;0;1;112;9;19;113;9;185;113;982;2255;117;99;26;113;905;201
Sociedad;Ath Bilbao;1;1;D;0;0;D;12;11;2;2;18;7;3;6;3;1;0;0;21;33;36;22;325;35;225;322;375;228;33;376;22;317;358
Girona;Elche;3;1;H;2;1;H;8;8;5;2;17;13;6;6;2;2;0;0;2;32;41;2;325;41;208;326;423;211;333;423;205;321;409
Getafe;Vallecano;0;1;A;0;0;D;19;8;4;3;10;13;10;4;3;2;0;0;19;31;45;195;31;475;197;317;501;202;321;507;196;31;474
Ath Bilbao;Alaves;0;0;D;0;0;D;11;9;4;0;13;15;6;6;2;2;0;0;19;33;44;187;34;45;194;342;46;198;342;47;192;331;445
Oviedo;Levante;0;1;A;0;1;A;10;6;4;1;9;7;6;3;3;2;0;0;22;35;31;22;34;33;225;351;342;23;355;343;222;342;328
Real Madrid;Barcelona;2;1;H;2;0;H;14;18;3;4;16;10;5;6;3;4;1;0;28;38;23;295;39;22;297;389;233;31;396;238;292;378;228
Villarreal;Osasuna;1;2;A;0;0;D;15;12;6;4;6;12;6;5;0;0;0;0;161;36;6;162;38;575;171;369;589;174;38;6;168;364;564
Valencia;Sociedad;2;2;D;0;2;A;9;16;2;5;11;17;4;5;6;4;1;0;35;33;21;35;33;215;369;329;223;37;352;226;353;328;217
Mallorca;Espagnol;1;2;A;1;0;H;7;12;3;6;14;15;2;4;4;2;0;0;205;34;36;21;34;36;219;34;367;22;346;373;213;333;359
Betis;Ath Madrid;1;1;D;1;1;D;8;10;4;4;12;13;5;5;0;0;0;0;325;32;23;31;32;24;341;312;245;345;343;246;327;311;239
Celta;Sevilla;3;4;A;3;2;H;12;13;5;6;18;15;5;2;3;2;0;0;35;33;215;33;33;225;36;336;224;361;354;231;344;329;221
Osasuna;Elche;2;0;H;1;0;H;9;8;3;2;14;15;4;5;2;1;0;0;19;33;433;195;32;44;2;326;463;203;349;468;196;322;442
Sociedad;Sevilla;1;2;A;1;2;A;5;15;2;7;20;15;7;3;3;2;0;0;29;325;245;29;325;25;294;338;259;302;35;267;288;329;253
Alaves;Girona;1;0;H;0;0;D;10;9;2;1;15;13;7;3;1;2;0;0;237;31;325;245;31;31;252;317;322;255;324;33;246;311;314
Ath Madrid;Oviedo;5;0;H;2;0;H;10;0;7;0;10;10;8;3;0;1;0;0;14;433;9;142;433;85;145;432;953;15;44;953;144;425;851
Betis;Valencia;2;2;D;2;1;H;9;9;5;3;12;10;6;3;3;1;0;0;185;36;42;187;36;42;189;373;441;196;376;442;188;362;417
Vallecano;Celta;0;0;D;0;0;D;5;11;2;4;6;13;4;7;0;1;0;0;36;35;205;37;325;21;373;352;212;377;352;217;363;339;21
Getafe;Real Madrid;0;0;D;0;0;D;19;10;6;2;17;8;6;6;3;1;0;0;6;375;161;6;38;162;618;377;167;68;39;172;598;373;164
Levante;Villarreal;1;5;A;1;2;A;12;14;3;7;9;7;4;5;2;1;0;0;375;34;205;37;33;21;398;344;208;406;345;212;381;335;206
Levante;Sevilla;0;1;A;0;0;D;6;10;1;3;15;13;2;3;4;1;0;0;5;42;161;475;42;167;514;434;167;514;445;174;485;417;167
Osasuna;Valencia;3;1;H;2;1;H;18;10;9;5;17;11;5;6;1;2;0;0;23;325;32;24;31;32;252;313;327;254;33;33;243;312;317
Betis;Ath Bilbao;0;0;D;0;0;D;6;16;2;4;10;16;5;4;3;2;1;0;237;33;3;245;325;3;244;341;313;253;341;319;244;327;303
Alaves;Villarreal;2;1;H;1;0;H;9;10;4;5;8;11;3;8;2;1;0;0;433;36;183;41;35;191;45;365;189;46;365;2;431;35;189
Elche;Mallorca;1;1;D;1;0;H;9;12;3;4;23;11;4;6;5;3;0;0;28;3;27;275;31;275;296;306;28;296;319;28;285;302;274
Vallecano;Real Madrid;0;3;A;0;3;A;14;14;3;4;13;21;7;3;4;3;0;0;9;475;136;875;46;14;87;458;139;11;494;141;904;465;138
Ath Madrid;Girona;2;0;H;1;0;H;18;5;12;2;9;11;8;1;2;0;0;0;136;475;9;14;45;9;141;481;912;145;495;10;139;457;886
Espagnol;Oviedo;4;1;H;2;0;H;8;16;4;3;13;10;4;7;1;1;0;0;237;31;32;24;3;33;246;316;336;252;317;341;243;308;322
Sociedad;Celta;2;1;H;2;1;H;7;10;3;3;17;17;2;4;4;5;0;0;19;35;41;183;36;44;191;367;438;192;386;44;187;361;422
Barcelona;Getafe;5;2;H;3;1;H;9;5;6;1;8;15;3;1;2;0;0;0;125;575;13;122;625;14;123;653;1515;127;7;155;123;63;1362
Elche;Levante;1;0;H;1;0;H;8;6;3;1;10;14;4;2;3;4;0;0;27;32;26;275;33;26;276;335;277;28;346;277;273;329;265
Mallorca;Vallecano;1;1;D;1;0;H;13;6;6;2;11;20;5;7;1;3;0;0;19;325;433;195;34;42;196;339;455;2;344;455;194;331;435
Valencia;Alaves;1;1;D;0;0;D;9;6;2;2;17;16;7;2;4;0;0;1;21;325;36;22;32;35;216;329;391;223;348;395;216;325;362
Real Madrid;Betis;0;0;D;0;0;D;17;6;5;2;17;13;8;2;1;2;0;0;145;475;65;148;46;65;152;461;669;154;485;685;15;453;635
Girona;Getafe;0;2;A;0;1;A;8;6;1;4;16;22;1;0;2;4;0;0;275;29;28;29;29;28;3;296;285;302;307;29;289;29;28
Villarreal;Barcelona;1;2;A;1;2;A;10;15;4;5;16;10;6;1;2;3;1;0;45;42;166;46;425;167;478;461;167;503;461;173;461;432;167
Celta;Osasuna;2;1;H;1;0;H;7;12;2;3;13;12;2;8;1;4;0;0;22;33;325;225;33;33;225;356;336;235;36;34;224;339;324
Sevilla;Espagnol;2;1;H;1;0;H;10;4;4;2;11;14;5;5;2;3;0;0;14;475;75;14;475;8;141;496;852;149;5;852;142;471;765
Ath Bilbao;Ath Madrid;2;1;H;1;0;H;11;14;3;3;20;7;4;11;4;2;0;0;4;35;185;45;34;187;446;339;198;45;35;201;432;334;193
Oviedo;Sociedad;0;1;A;0;1;A;14;5;5;2;8;20;2;3;5;1;0;0;4;36;185;42;35;19;442;366;191;448;366;202;414;347;192
Ath Bilbao;Mallorca;2;2;D;1;0;H;13;14;7;4;8;13;5;7;1;1;0;0;185;32;5;18;325;525;19;319;54;193;336;55;186;322;504
Barcelona;Espagnol;1;2;A;1;0;H;16;6;4;2;10;22;6;1;0;4;0;0;114;8;17;115;9;145;116;878;19;118;95;2153;115;844;1688
Celta;Levante;2;0;H;0;0;D;8;10;5;2;12;13;1;5;2;2;0;0;18;375;433;178;37;46;188;366;452;192;376;46;186;365;435
Oviedo;Alaves;3;0;H;1;0;H;15;6;4;2;12;12;10;5;0;2;0;0;25;31;3;245;31;31;259;319;311;26;324;32;251;311;307
Elche;Ath Madrid;0;1;A;0;1;A;6;11;1;4;20;16;3;2;3;3;0;0;9;433;14;825;433;144;95;468;141;95;475;144;879;45;141
Girona;Sociedad;1;0;H;0;0;D;10;7;3;3;14;11;2;7;2;2;0;0;375;35;2;375;34;205;385;352;209;395;362;212;374;347;204
Real Madrid;Osasuna;2;0;H;0;0;D;22;3;6;2;9;12;7;0;0;2;0;0;136;5;85;14;5;75;138;514;917;142;525;95;138;493;848
Mallorca;Betis;1;1;D;0;0;D;10;11;2;4;7;14;3;2;2;5;0;0;3;35;23;32;34;225;331;358;227;331;36;234;318;346;226
Villarreal;Getafe;1;0;H;0;0;D;4;15;3;3;13;17;4;4;1;2;0;0;21;29;41;21;3;42;224;308;397;226;315;42;218;301;392
Espagnol;Vallecano;0;1;A;0;1;A;9;8;2;4;12;10;6;5;7;2;1;0;185;33;475;185;33;475;183;353;512;191;357;525;183;34;484
Valencia;Barcelona;2;3;A;0;0;D;9;14;4;7;12;14;2;1;2;1;0;0;7;55;136;775;525;136;712;555;142;85;57;143;74;537;138
Sevilla;Ath Bilbao;0;1;A;0;0;D;18;8;3;2;13;15;6;2;1;0;0;0;157;4;575;16;39;6;162;412;612;166;42;635;16;396;592
Sociedad;Elche;2;0;H;0;0;D;16;1;3;0;8;10;7;0;1;3;0;1;145;41;8;148;41;75;151;416;815;155;425;82;15;41;75
Alaves;Levante;2;2;D;1;2;A;15;6;5;3;12;18;8;3;2;1;0;0;21;34;35;205;34;375;224;331;364;225;345;39;217;332;354
Barcelona;Ath Madrid;0;0;D;0;0;D;12;11;7;6;13;26;5;7;3;3;0;0;175;38;45;178;375;45;183;375;473;186;384;485;181;369;452
Vallecano;Girona;2;1;H;2;1;H;11;13;1;5;14;13;3;3;4;0;0;0;36;32;215;36;325;215;374;332;22;382;337;225;364;323;217
Ath Bilbao;Osasuna;2;2;D;1;1;D;13;13;3;4;4;10;10;4;1;2;0;0;18;35;475;183;35;46;183;37;485;186;374;502;181;355;472
Getafe;Oviedo;0;1;A;0;0;D;10;7;2;3;11;11;4;2;1;2;0;0;215;31;375;22;31;37;231;312;371;235;32;376;226;307;36
Valencia;Mallorca;3;0;H;1;0;H;6;19;3;2;17;6;1;9;0;0;0;0;205;33;38;205;325;39;205;339;418;211;341;438;205;33;393
Villarreal;Celta;2;4;A;1;3;A;16;11;7;6;11;16;5;3;3;3;2;1;195;36;38;2;36;37;202;379;378;206;38;396;199;364;372
Real Madrid;Sevilla;2;2;D;0;1;A;16;7;6;3;8;8;7;3;1;2;0;0;19;375;375;195;375;37;202;374;384;205;38;398;198;364;374
Betis;Espagnol;2;1;H;1;0;H;14;11;6;5;16;11;9;2;2;4;0;0;175;38;475;178;37;45;184;369;476;185;392;48;18;369;457
Osasuna;Vallecano;3;2;H;1;0;H;14;10;4;4;15;12;3;5;2;2;0;0;195;34;4;2;33;4;2;346;426;207;356;43;2;337;407
Elche;Alaves;0;2;A;0;1;A;11;9;4;2;21;15;7;5;2;4;0;0;29;3;26;295;31;255;298;309;275;312;312;28;293;303;269
Levante;Barcelona;3;3;D;0;2;A;16;17;6;5;12;4;8;6;2;2;0;0;12;8;118;10;75;122;1138;761;123;13;81;125;1154;738;122
Sevilla;Valencia;1;0;H;0;0;D;10;6;4;2;17;6;3;5;2;2;0;0;144;45;7;145;475;675;147;484;734;153;49;74;146;463;678
Celta;Getafe;1;0;H;1;0;H;4;13;1;4;16;18;1;5;1;3;0;0;235;325;3;24;325;31;243;332;324;248;338;324;24;325;311
Girona;Ath Bilbao;1;0;H;0;0;D;18;4;6;3;9;14;5;0;0;1;0;0;25;32;29;25;325;295;263;331;294;267;333;307;255;322;292
